Time,Content
2021-06-11,农业银行副行长湛东升辞职
2021-06-17,农业银行(01288.HK)：预计10亿美元票据6月18日上市
2021-06-25,农业银行：“固定资产”主要包括房屋及建筑物、办公和电子设备、运输工具等
2021-06-25,农业银行：本行没有暂停和取消国内商业险信保融资贷款业务
2021-06-25,农业银行：中维资本持股将于2021年7月可上市交易
2021-06-25,农业银行：农行在有关部门指导下与相关各方相向而行 共同稳妥推进海航集团风险化解工作
2021-06-27,下周解禁：农业银行、中国核电解禁数量超10亿股
2021-07-19,农业银行(01288.HK)遭中国人寿减持2500万股
2021-08-12,农业银行(01288.HK)遭花旗减持716.025万股
2021-08-18,农业银行(01288.HK)遭中国人寿减持2000万股
2021-08-18,险资密集减持！农业银行再遭中国人寿减持2000万股
2021-08-20,农业银行(01288.HK)遭国寿集团减持1950.1万股
2021-08-23,农业银行(601288.SH)：约52.29亿股A股限售股8月27日解禁
2021-08-30,农业银行：上半年实现淨利润1228.33亿元 同比增长12.5%
2021-08-30,农业银行(601288.SH)：上半年归母净利增12.35%至1222.78亿元
2021-08-31,农业银行2021年上半年净利1222.78亿增长12.4% 利息净收入同比增加
2021-08-31,农业银行(601288.SH)：获准发行不超1200亿元无固定期限资本债券
2021-09-12,南天信息(000948.SZ)：预中标农业银行2021年Intel PC服务器入围项目
2021-09-16,农业银行(01288.HK)：提名王敬东继续担任股东代表监事
2021-09-28,农业银行：朱海林辞去非执行董事等职务
2021-09-28,农业银行：朱海林辞去非执行董事等职务
2021-10-25,农业银行(01288.HK)：预计150亿美元中票计划10月26日上市
2021-10-28,农业银行第三季度归母净利润644.31亿元 同比增长14.04%
2021-10-28,农业银行(601288.SH)：第三季度归母净利增14.04%至644.31亿元
2021-10-28,前三季度净赚1867.09亿元，农业银行资产近29万亿元
2021-11-11,农业银行(01288.HK)：张毅11月4日起就任副行长
2021-11-11,农业银行：张毅就任副行长
2021-11-11,农业银行聘任张毅为副行长 第三季度公司净利644.31亿
2021-11-12,农业银行：选举王敬东任监事长
2021-11-12,农业银行(601288.SH)：选举王敬东任监事长
2021-11-14,润建股份：中标农业银行电气火灾智能监测采购项目
2021-11-16,农业银行(01288.HK)完成发行400亿元无固定期限资本债券
2021-11-16,农业银行(601288.SH)：完成发行400亿元无固定期限资本债券
2021-11-24,西部建设：6亿元中期票据获准注册 由农业银行主承销
2021-11-24,西部建设：6亿元中期票据获准注册 由农业银行主承销
2021-11-26,农业银行(01288.HK)：吴联生获任独立非执行董事
